1024	2905
1032	2819032070
1545	2705
1546	40931737568
1547	20669082886
6365	9176446
6366	5932847
6367	3515084
6368	2270378
6369	1793219
6370	1611372
6371	1498767
6372	1373414
6373	7854325
6374	5209020
6375	2680561
6376	1420907
6377	922286
6378	744934
6379	626112
6380	601977
6381	7111520
6382	4571006
6383	2242307
6384	1041825
6385	716705
6386	595472
6387	545880
6388	524985
6389	7102454
6390	4583663
6391	2209637
6392	1048439
6393	762658
6394	658521
6395	546639
6396	533895
6397	8715015
6398	6121398
6399	3556038
6400	2270262
6401	1880713
6402	1618950
6403	1518218
6404	1370754
6405	7539932
6406	5009827
6407	2594933
6408	1370804
6409	1014274
6410	788922
6411	686928
6412	584915
6413	823489
6414	718599
6415	627939
6416	569560
6417	616135
6418	609762
6419	621269
6420	562818
6421	6954925
6422	4495015
6423	2202613
6424	1041647
6425	703632
6426	632680
6427	562095
6428	548836
6429	510062
6430	1376458
6431	1377048
6432	1811093
6433	1820333
6434	1806021
6435	1823674
6436	1797244
6437	1830966
6438	1815417
6439	1835885
6440	1820295
6441	1826729
6442	1825718
6443	1846967
6444	1835601
6445	1856086
6446	1851570
6447	1877439
6448	1839914
6449	1891521
6450	1852869
6451	1892583
6452	1860315
6453	1894735
6454	1857862
6455	1907531
6456	1864205
6457	1907133
6458	1870937
6459	1910528
6460	1886352
6461	1919290
6462	1894750
6463	1933705
6464	1907638
6465	1932085
6466	1895125
6467	1948358
6468	1892042
6469	1957403
6470	1900437
6471	1955529
6472	1920373
6473	1977762
6474	1943938
6475	1994643
6476	1970884
6477	2003685
6478	1976461
6479	2020555
6480	1982183
6481	2027853
6482	1978705
6483	2000459
6484	1991306
6485	2002895
6486	1989927
6487	2021322
6488	1982959
6489	2033053
6490	1996785
6491	2044993
6492	2006379
6493	2036582
6494	2011051
6495	2045901
6496	2000968
6497	2058659
6498	2003351
6499	2060863
6500	2019753
6501	2076711
6502	2023153
6503	2090701
6504	2021248
6505	2101862
6506	2017469
6507	2100371
6508	2022800
6509	2113448
6510	2018958
6511	2134927
6512	2042278
6513	2140669
6514	2042913
6515	2139062
6516	2040793
6517	2137215
6518	2047020
6519	2134646
6520	2035263
6521	2129095
6522	2046781
6523	2146986
6524	2046323
6525	2134682
6526	2064754
6527	2119730
6528	2052421
6529	2136177
6530	2041584
6531	2146525
6532	2044221
6533	2155579
6534	2043875
6535	2154473
6536	2045814
6537	2128713
6538	2073841
6539	2132238
6540	2070541
6541	2130680
6542	2095128
6543	2127367
6544	2094250
6545	2121622
6546	2092092
6547	2132831
6548	2125165
6549	2143044
6550	2128434
6551	2142849
6552	2129241
6553	2149353
6554	2164952
6555	2130791
6556	2174750
6557	2131324
6558	2151561
6559	2136706
6560	2171814
6561	2115789
6562	2183623
6563	2120720
6564	2188556
6565	2122982
6566	2205336
6567	2120714
6568	2215767
6569	2104713
6570	2225754
6571	2099751
6572	2209947
6573	2121671
6574	2210259
6575	2125574
6576	2194739
6577	2116192
6578	2210768
6579	2099712
6580	2223972
6581	2110626
6582	2235748
6583	2103569
6584	2232941
6585	2117557
6586	2254552
6587	2115327
6588	2271386
6589	2110883
6590	2268644
6591	2129817
6592	2295500
6593	2139958
6594	2311593
6595	2144170
6596	2305084
6597	2126014
6598	2343978
6599	2132697
6600	2331705
6601	2147753
6602	2363772
6603	2151849
6604	2348666
6605	2147710
6606	2373679
6607	2139618
6608	2391720
6609	2161747
6610	2393987
6611	2152993
6612	2384916
6613	2149051
6614	2412105
6615	2142581
6616	2440471
6617	2147537
6618	2448093
6619	2147693
6620	2448437
6621	2160836
6622	2450821
6623	2143845
6624	2465162
6625	2151862
6626	2474066
6627	2124504
6628	2489916
6629	2133617
6630	2486171
6631	2150432
6632	2499793
6633	2144491
6634	2505673
6635	2142981
6636	2504962
6637	2151681
6638	2516038
6639	2146487
6640	2509476
6641	2134490
6642	2503150
6643	2127536
6644	2499056
6645	2111043
6646	2498327
6647	2109828
6648	2517300
6649	2128609
6650	2499054
6651	2140138
6652	2484228
6653	2130343
6654	2501494
6655	2138177
6656	2507567
6657	2159165
6658	2506300
6659	2187556
6660	2508252
6661	2198334
6662	2502692
6663	2199334
6664	2493591
6665	2218308
6666	2505514
6667	2243102
6668	2519237
6669	2252125
6670	2535215
6671	2263586
6672	2516329
6673	2281018
6674	2532060
6675	2283022
6676	2549680
6677	2285688
6678	2547579
6679	2294860
6680	2553068
6681	2283170
6682	2563217
6683	2275486
6684	2577581
6685	2274423
6686	2578469
6687	2282530
6688	2572501
6689	2300161
6690	2570814
6691	2286964
6692	2571668
6693	2287973
6694	2549417
6695	2306922
6696	2533262
6697	2306599
6698	2529254
6699	2299008
6700	2536248
6701	2290279
6702	2531295
6703	2281674
6704	2518933
6705	2272642
6706	2508044
6707	2261279
6708	2500161
6709	2279638
6710	2508057
6711	2311934
6712	2513957
6713	2302346
6714	2521231
6715	2296026
6716	2512872
6717	2313067
6718	2527004
6719	2302909
6720	2508237
6721	2315955
6722	2517233
6723	2299669
6724	2531886
6725	2297604
6726	2531603
6727	2318372
6728	2525172
6729	2323661
6730	2521752
6731	2341859
6732	2534099
6733	2318597
6734	2537039
6735	2339140
6736	2517603
6737	2362469
6738	2513311
6739	2364122
6740	2511705
6741	2340580
6742	2515444
6743	2349381
6744	2520000
6745	2347328
6746	2519621
6747	2362860
6748	2512512
6749	2371512
6750	2513932
6751	2360197
6752	2527652
6753	2357115
6754	2503479
6755	2344110
6756	2521190
6757	2347983
6758	2508970
6759	2356508
6760	2507997
6761	2331268
6762	2512196
6763	2332050
6764	2527460
6765	2340710
6766	2547372
6767	2357551
6768	2542993
6769	2350170
6770	2545764
6771	2348149
6772	2538875
6773	2344941
6774	2537419
6775	2356924
6776	2534149
6777	2365004
6778	2525360
6779	2354302
6780	2526549
6781	2356071
6782	2537016
6783	2357924
6784	2522793
6785	2356823
6786	2543380
6787	2351056
6788	2526434
6789	2345330
6790	2534235
6791	2332252
6792	2532377
6793	2315311
6794	2534808
6795	2335444
6796	2541571
6797	2321135
6798	2542114
6799	2321203
6800	2539138
6801	2328538
6802	2544244
6803	2325797
6804	2542797
6805	2334456
6806	2553042
6807	2344275
6808	2571021
6809	2348755
